id,trial,x,y,ymax,kernel,scenario,horizon,round,reward,experimentDuration,instructionsDuration,overall,Horizon
2,8,14,90.1523928234,92,Rough,Avg. Reward Condition,10,7,1.04,0:03:54,0:00:42,23,Long
2,9,16,90.1523928234,92,Rough,Avg. Reward Condition,10,7,1.04,0:03:54,0:00:42,23,Long
2,10,17,90.1523928234,92,Rough,Avg. Reward Condition,10,7,1.04,0:03:54,0:00:42,23,Long
2,11,18,90.1523928234,100,Rough,Avg. Reward Condition,10,7,1.04,0:03:54,0:00:42,23,Long
2,1,18,77.8938735615,60,Rough,Avg. Reward Condition,5,8,1.04,0:03:54,0:00:42,24,Short
2,2,17,75.7716976962,73,Rough,Avg. Reward Condition,5,8,1.04,0:03:54,0:00:42,24,Short
2,3,16,75.7716976962,73,Rough,Avg. Reward Condition,5,8,1.04,0:03:54,0:00:42,24,Short
2,4,10,75.7716976962,87,Rough,Avg. Reward Condition,5,8,1.04,0:03:54,0:00:42,24,Short
2,5,9,75.7716976962,87,Rough,Avg. Reward Condition,5,8,1.04,0:03:54,0:00:42,24,Short
2,6,11,75.7716976962,87,Rough,Avg. Reward Condition,5,8,1.04,0:03:54,0:00:42,24,Short
2,1,21,62.1577862962,40,Rough,Avg. Reward Condition,10,9,1.04,0:03:54,0:00:42,25,Long
2,2,12,37.6173408928,40,Rough,Avg. Reward Condition,10,9,1.04,0:03:54,0:00:42,25,Long
2,3,15,64.0682095814,40,Rough,Avg. Reward Condition,10,9,1.04,0:03:54,0:00:42,25,Long
2,4,18,10.1540505758,40,Rough,Avg. Reward Condition,10,9,1.04,0:03:54,0:00:42,25,Long
2,5,24,39.342945207,62,Rough,Avg. Reward Condition,10,9,1.04,0:03:54,0:00:42,25,Long
2,6,27,42.356827965,62,Rough,Avg. Reward Condition,10,9,1.04,0:03:54,0:00:42,25,Long
2,7,6,29.2858175396,94,Rough,Avg. Reward Condition,10,9,1.04,0:03:54,0:00:42,25,Long
2,8,5,96.3141049863,94,Rough,Avg. Reward Condition,10,9,1.04,0:03:54,0:00:42,25,Long
2,9,7,96.3141049863,100,Rough,Avg. Reward Condition,10,9,1.04,0:03:54,0:00:42,25,Long
2,10,8,96.3141049863,100,Rough,Avg. Reward Condition,10,9,1.04,0:03:54,0:00:42,25,Long
2,11,2,96.3141049863,100,Rough,Avg. Reward Condition,10,9,1.04,0:03:54,0:00:42,25,Long
2,1,12,3.5270865441,47,Rough,Avg. Reward Condition,5,10,1.04,0:03:54,0:00:42,26,Short
2,2,13,72.7098301391,47,Rough,Avg. Reward Condition,5,10,1.04,0:03:54,0:00:42,26,Short
2,3,11,24.9039517717,47,Rough,Avg. Reward Condition,5,10,1.04,0:03:54,0:00:42,26,Short
2,4,10,72.7098301391,71,Rough,Avg. Reward Condition,5,10,1.04,0:03:54,0:00:42,26,Short
2,5,9,72.7098301391,100,Rough,Avg. Reward Condition,5,10,1.04,0:03:54,0:00:42,26,Short
2,6,8,94.3840365771,100,Rough,Avg. Reward Condition,5,10,1.04,0:03:54,0:00:42,26,Short
2,1,4,48.0153171383,55,Rough,Avg. Reward Condition,10,11,1.04,0:03:54,0:00:42,27,Long
2,2,7,36.3256597871,55,Rough,Avg. Reward Condition,10,11,1.04,0:03:54,0:00:42,27,Long
2,3,1,24.3987616481,55,Rough,Avg. Reward Condition,10,11,1.04,0:03:54,0:00:42,27,Long
2,4,11,51.7907109096,55,Rough,Avg. Reward Condition,10,11,1.04,0:03:54,0:00:42,27,Long
2,5,14,46.311397484,101,Rough,Avg. Reward Condition,10,11,1.04,0:03:54,0:00:42,27,Long
2,6,15,77.8938735615,101,Rough,Avg. Reward Condition,10,11,1.04,0:03:54,0:00:42,27,Long
2,7,13,77.8938735615,101,Rough,Avg. Reward Condition,10,11,1.04,0:03:54,0:00:42,27,Long
2,8,19,77.8938735615,101,Rough,Avg. Reward Condition,10,11,1.04,0:03:54,0:00:42,27,Long
2,9,23,77.8938735615,101,Rough,Avg. Reward Condition,10,11,1.04,0:03:54,0:00:42,27,Long
2,10,26,77.8938735615,101,Rough,Avg. Reward Condition,10,11,1.04,0:03:54,0:00:42,27,Long
2,11,28,77.8938735615,101,Rough,Avg. Reward Condition,10,11,1.04,0:03:54,0:00:42,27,Long
2,1,20,42.8553329808,55,Rough,Avg. Reward Condition,5,12,1.04,0:03:54,0:00:42,28,Short
2,2,19,36.3256597871,55,Rough,Avg. Reward Condition,5,12,1.04,0:03:54,0:00:42,28,Short
2,3,21,10.7297674417,100,Rough,Avg. Reward Condition,5,12,1.04,0:03:54,0:00:42,28,Short
2,4,22,77.8938735615,100,Rough,Avg. Reward Condition,5,12,1.04,0:03:54,0:00:42,28,Short
2,5,23,77.8938735615,100,Rough,Avg. Reward Condition,5,12,1.04,0:03:54,0:00:42,28,Short
2,6,13,77.8938735615,100,Rough,Avg. Reward Condition,5,12,1.04,0:03:54,0:00:42,28,Short
2,1,23,8.3734937128,61,Rough,Avg. Reward Condition,10,13,1.04,0:03:54,0:00:42,29,Long
2,2,22,79.371317375,71,Rough,Avg. Reward Condition,10,13,1.04,0:03:54,0:00:42,29,Long
2,3,21,79.371317375,73,Rough,Avg. Reward Condition,10,13,1.04,0:03:54,0:00:42,29,Long
2,4,20,79.371317375,73,Rough,Avg. Reward Condition,10,13,1.04,0:03:54,0:00:42,29,Long
2,5,13,79.371317375,73,Rough,Avg. Reward Condition,10,13,1.04,0:03:54,0:00:42,29,Long
2,6,15,79.371317375,73,Rough,Avg. Reward Condition,10,13,1.04,0:03:54,0:00:42,29,Long
2,7,17,79.371317375,73,Rough,Avg. Reward Condition,10,13,1.04,0:03:54,0:00:42,29,Long
2,8,18,79.371317375,73,Rough,Avg. Reward Condition,10,13,1.04,0:03:54,0:00:42,29,Long
2,9,8,79.371317375,73,Rough,Avg. Reward Condition,10,13,1.04,0:03:54,0:00:42,29,Long
2,10,7,79.371317375,73,Rough,Avg. Reward Condition,10,13,1.04,0:03:54,0:00:42,29,Long
2,11,6,79.371317375,78,Rough,Avg. Reward Condition,10,13,1.04,0:03:54,0:00:42,29,Long
2,1,6,33.2439798485,51,Rough,Avg. Reward Condition,5,14,1.04,0:03:54,0:00:42,30,Short
2,2,7,72.2609163083,51,Rough,Avg. Reward Condition,5,14,1.04,0:03:54,0:00:42,30,Short
